question_id	question	predicted	gold	hardness	exact_match	select_match_gold	select_match_pred	select_match	select_match (no_agg)_gold	select_match (no_agg)_pred	select_match (no_agg)	where_match_gold	where_match_pred	where_match	where_match (no op)_gold	where_match (no op)_pred	where_match (no op)	group (NO HAVING)_gold	group (NO HAVING)_pred	group (NO HAVING)	group_gold	group_pred	group	order_gold	order_pred	order	and_or_gold	and_or_pred	and_or	IUEN_gold	IUEN_pred	IUEN	keywords_gold	keywords_pred	keywords	
125	What are the names and ids of all countries with at least one car maker?	SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers GROUP BY countries.CountryId HAVING Count(*) >= 'terminal'	SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
126	What is the number of the cars with horsepower more than 150?	SELECT Count(*) FROM cars_data WHERE cars_data.Horsepower > 'terminal'	SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
127	What is the number of cars with a horsepower greater than 150?	SELECT Count(*) FROM cars_data WHERE cars_data.Horsepower > 'terminal'	SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
128	What is the average weight of cars each year?	SELECT Avg(cars_data.Weight), cars_data.Year FROM cars_data GROUP BY cars_data.Year	SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
129	What is the average weight and year for each year?	SELECT Avg(cars_data.Weight), Avg(cars_data.Year) FROM cars_data GROUP BY cars_data.Year	SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;	medium	NOK	2	2	NOK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
130	Which countries in europe have at least 3 car manufacturers?	SELECT countries.CountryName FROM countries JOIN car_makers JOIN continents WHERE continents.Continent = 'terminal' GROUP BY countries.CountryName HAVING Count(*) >= 'terminal'	SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;	extra	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	3	3	OK	
131	What are the names of all European countries with at least 3 manufacturers?	SELECT countries.CountryName FROM countries JOIN car_makers WHERE countries.Continent = 'terminal' GROUP BY countries.CountryName HAVING Count(*) >= 'terminal'	SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;	extra	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	3	3	OK	
132	What is the maximum horsepower and the make of the car models with 3 cylinders?	SELECT Max(cars_data.Horsepower), car_names.Make FROM cars_data JOIN car_names WHERE cars_data.Cylinders = 'terminal'	SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;	extra	NOK	2	2	NOK	2	2	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	0	ND	1	1	OK	0	0	NA	4	1	NOK	
133	What is the largest amount of horsepower for the models with 3 cylinders and what make is it?	SELECT Max(cars_data.Horsepower), model_list.Maker FROM cars_data JOIN model_list WHERE cars_data.Cylinders = 'terminal'	SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;	extra	NOK	2	2	NOK	2	2	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	0	ND	1	1	OK	0	0	NA	4	1	NOK	
134	Which model saves the most gasoline? That is to say, have the maximum miles per gallon.	SELECT model_list.Model FROM cars_data JOIN car_names JOIN model_list ORDER BY cars_data.MPG Desc LIMIT 1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
135	What is the car model with the highest mpg ?	SELECT model_list.Model FROM model_list JOIN car_names JOIN cars_data ORDER BY cars_data.MPG Desc LIMIT 1	select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
136	What is the average horsepower of the cars before 1980?	SELECT Avg(cars_data.Horsepower) FROM cars_data WHERE cars_data.Year < 'terminal'	SELECT avg(horsepower) FROM CARS_DATA WHERE YEAR  <  1980;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
137	What is the average horsepower for all cars produced before 1980 ?	SELECT Avg(cars_data.Horsepower) FROM cars_data WHERE cars_data.Year < 'terminal'	select avg(horsepower) from cars_data where year  <  1980;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
138	What is the average edispl of the cars of model volvo?	SELECT Avg(cars_data.Edispl) FROM car_names JOIN cars_data JOIN model_list WHERE model_list.Model = 'terminal'	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';	medium	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
139	What is the average edispl for all volvos?	SELECT Avg(cars_data.Edispl) FROM cars_data JOIN car_names JOIN model_list WHERE model_list.Model = 'terminal'	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';	medium	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
140	What is the maximum accelerate for different number of cylinders?	SELECT Max(cars_data.Accelerate), cars_data.Cylinders FROM cars_data GROUP BY cars_data.Cylinders	SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
141	What is the maximum accelerate for all the different cylinders?	SELECT Max(cars_data.Accelerate), cars_data.Cylinders FROM cars_data GROUP BY cars_data.Cylinders	SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
142	Which model has the most version(make) of cars?	SELECT model_list.Model FROM model_list GROUP BY model_list.Model ORDER BY Count(*) Desc LIMIT 1	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
143	What model has the most different versions?	SELECT model_list.Model FROM model_list GROUP BY model_list.Model ORDER BY Count(*) Desc LIMIT 1	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;	hard	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
144	How many cars have more than 4 cylinders?	SELECT Count(*) FROM cars_data WHERE cars_data.Cylinders > 'terminal'	SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
145	What is the number of cars with more than 4 cylinders?	SELECT Count(*) FROM cars_data WHERE cars_data.Cylinders > 'terminal'	SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
146	how many cars were produced in 1980?	SELECT Count(*) FROM cars_data WHERE cars_data.Year = 'terminal'	SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
147	In 1980, how many cars were made?	SELECT Count(*) FROM cars_data WHERE cars_data.Year = 'terminal'	SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
148	How many car models were produced by the maker with full name American Motor Company?	SELECT Count(*) FROM car_makers JOIN model_list WHERE car_makers.FullName = 'terminal'	SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';	medium	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
149	What is the number of car models created by the car maker American Motor Company?	SELECT Count(*) FROM model_list JOIN car_makers WHERE car_makers.Maker = 'terminal'	SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';	medium	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
150	Which makers designed more than 3 car models? List full name and the id.	SELECT car_makers.FullName, car_makers.Id FROM car_makers JOIN model_list GROUP BY car_makers.Maker HAVING Count(*) > 'terminal'	SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;	medium	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	NOK	1	1	NOK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
151	What are the names and ids of all makers with more than 3 models?	SELECT car_makers.Maker, car_makers.Id FROM model_list JOIN car_makers GROUP BY model_list.Maker HAVING Count(*) > 'terminal'	SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;	medium	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
152	Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?	SELECT DISTINCT model_list.Model FROM model_list JOIN car_makers JOIN cars_data WHERE car_makers.FullName = 'terminal' OR cars_data.Weight > 'terminal'	SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;	extra	NOK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
153	What are the different models created by either the car maker General Motors or weighed more than 3500?	SELECT DISTINCT model_list.Model FROM model_list JOIN car_makers JOIN cars_data WHERE car_makers.Maker = 'terminal' OR cars_data.Weight > 'terminal'	SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;	extra	NOK	1	1	OK	1	1	OK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
154	In which years cars were produced weighing no less than 3000 and no more than 4000 ?	SELECT cars_data.Year FROM cars_data WHERE cars_data.Weight BETWEEN 'terminal' AND 'terminal'	select distinct year from cars_data where weight between 3000 and 4000;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
155	What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?	SELECT cars_data.Year FROM cars_data WHERE cars_data.Weight < 'terminal' INTERSECT SELECT cars_data.Year FROM cars_data WHERE cars_data.Weight > 'terminal'	select distinct year from cars_data where weight between 3000 and 4000;	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	1	NA	1	2	NOK	
156	What is the horsepower of the car with the largest accelerate?	SELECT cars_data.Horsepower FROM cars_data ORDER BY cars_data.Accelerate Desc LIMIT 1	SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
157	What is the horsepower of the car with the greatest accelerate?	SELECT cars_data.Horsepower FROM cars_data ORDER BY cars_data.Accelerate Desc LIMIT 1	SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;	medium	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
158	For model volvo, how many cylinders does the car with the least accelerate have?	SELECT cars_data.Cylinders FROM cars_data JOIN car_names JOIN model_list WHERE car_names.Model = 'terminal' ORDER BY cars_data.Accelerate Asc LIMIT 1	SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
159	For a volvo model, how many cylinders does the version with least accelerate have?	SELECT cars_data.Cylinders FROM model_list JOIN car_names JOIN cars_data WHERE model_list.Model = 'terminal' ORDER BY cars_data.Accelerate Asc LIMIT 1	SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
160	How many cars have a larger accelerate than the car with the largest horsepower?	SELECT Count(*) FROM cars_data WHERE cars_data.Accelerate > (SELECT Max(cars_data.Horsepower) FROM cars_data)	SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );	hard	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
161	What is the number of cars with a greater accelerate than the one with the most horsepower?	SELECT Count(*) FROM cars_data WHERE cars_data.Accelerate > (SELECT Max(cars_data.Horsepower) FROM cars_data)	SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );	hard	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
162	How many countries has more than 2 car makers ?	SELECT Count(*) FROM (SELECT countries.CountryName FROM car_makers GROUP BY countries.CountryName HAVING Count(*) > 'terminal')	select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2	medium	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	0	ND	1	0	ND	0	0	NA	1	1	OK	0	0	NA	2	0	ND	
163	What is the number of countries with more than 2 car makers ?	SELECT Count(*) FROM (SELECT countries.CountryName FROM car_makers GROUP BY car_makers.Country HAVING Count(*) > 'terminal')	select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2	medium	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	0	ND	1	0	ND	0	0	NA	1	1	OK	0	0	NA	2	0	ND	
164	How many cars has over 6 cylinders?	SELECT Count(*) FROM cars_data WHERE cars_data.Cylinders > 'terminal'	SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
165	What is the number of carsw ith over 6 cylinders?	SELECT Count(*) FROM cars_data WHERE cars_data.Cylinders > 'terminal'	SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
166	For the cars with 4 cylinders, which model has the largest horsepower?	SELECT model_list.Model FROM cars_data JOIN car_names JOIN model_list WHERE cars_data.Cylinders = 'terminal' ORDER BY cars_data.Horsepower Desc LIMIT 1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
167	For all of the 4 cylinder cars, which model has the most horsepower?	SELECT model_list.Model FROM cars_data JOIN car_names JOIN model_list WHERE cars_data.Cylinders = 'terminal' ORDER BY cars_data.Horsepower Desc LIMIT 1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
168	Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.	SELECT car_names.Make, car_names.Make FROM car_names WHERE cars_data.Horsepower > 'terminal' EXCEPT SELECT car_names.Make, car_names.Make FROM cars_data WHERE cars_data.Cylinders > 'terminal'	SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;	extra	NOK	2	2	NOK	2	2	NOK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	1	NA	1	2	NOK	
169	Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?	SELECT car_names.Make, car_names.Make FROM car_names WHERE cars_data.Horsepower < (SELECT Min(cars_data.Horsepower) FROM cars_data)	select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;	extra	NOK	2	2	NOK	2	2	NOK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	0	NA	1	1	OK	
170	What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?	SELECT Max(cars_data.MPG) FROM cars_data WHERE cars_data.Cylinders = 'terminal' OR cars_data.Year < 'terminal'	select max(mpg) from cars_data where cylinders  =  8 or year  <  1980	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
171	What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?	SELECT Max(cars_data.MPG) FROM cars_data WHERE cars_data.Cylinders = 'terminal' OR cars_data.Year < 'terminal'	select max(mpg) from cars_data where cylinders  =  8 or year  <  1980	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
172	Which models are lighter than 3500 but not built by the 'Ford Motor Company'?	SELECT model_list.Model FROM model_list WHERE cars_data.Weight < 'terminal' EXCEPT SELECT model_list.Model FROM model_list JOIN car_makers WHERE car_makers.Maker = 'terminal'	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';	extra	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	1	NA	1	2	NOK	
173	What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?	SELECT DISTINCT model_list.Model FROM model_list JOIN car_makers WHERE cars_data.Weight < 'terminal' EXCEPT SELECT model_list.Model FROM model_list JOIN car_makers WHERE car_makers.Maker = 'terminal'	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';	extra	NOK	1	1	OK	1	1	OK	2	1	NOK	2	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	1	NA	0	1	NA	1	2	NOK	
174	What are the name of the countries where there is not a single car maker?	SELECT countries.CountryName FROM countries WHERE countries.CountryId NOT IN (SELECT car_makers.Country FROM car_makers)	SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;	hard	NOK	1	1	OK	1	1	OK	0	1	NA	0	1	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	0	ND	1	3	NOK	
175	What are the names of the countries with no car makers?	SELECT countries.CountryName FROM countries WHERE countries.CountryId NOT IN (SELECT car_makers.Country FROM car_makers)	SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;	hard	NOK	1	1	OK	1	1	OK	0	1	NA	0	1	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	0	ND	1	3	NOK	
176	Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .	SELECT car_makers.Id, car_makers.Maker FROM car_makers JOIN model_list GROUP BY car_makers.Id HAVING Count(*) >= 'terminal' INTERSECT SELECT car_makers.Id, car_makers.Maker FROM car_makers JOIN model_list GROUP BY car_makers.Id HAVING Count(*) > 'terminal'	select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;	extra	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	1	1	NOK	3	3	OK	
177	What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?	SELECT car_makers.Id, car_makers.Maker FROM car_makers JOIN model_list GROUP BY car_makers.Id HAVING Count(*) >= 'terminal' INTERSECT SELECT car_makers.Id, car_makers.Maker FROM car_makers JOIN model_list GROUP BY car_makers.Id HAVING Count(*) > 'terminal'	SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;	extra	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	1	1	NOK	3	3	OK	
178	What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?	SELECT car_makers.Id, countries.CountryName FROM countries JOIN model_list WHERE model_list.Model = 'terminal' GROUP BY car_makers.Id HAVING Count(*) > 'terminal' UNION SELECT car_makers.Id, countries.CountryName FROM countries JOIN car_makers WHERE model_list.Model = 'terminal'	SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';	extra	NOK	2	2	NOK	2	2	NOK	0	1	NA	0	1	NA	1	1	NOK	1	1	NOK	0	0	NA	1	1	OK	1	1	NOK	3	4	NOK	
179	What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?	SELECT countries.CountryId, countries.CountryName FROM countries JOIN model_list WHERE model_list.Model = 'terminal' GROUP BY countries.CountryId HAVING Count(*) > 'terminal' UNION SELECT countries.CountryId, countries.CountryName FROM countries JOIN car_makers WHERE model_list.Model = 'terminal'	select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';	extra	NOK	2	2	OK	2	2	OK	0	1	NA	0	1	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	1	1	NOK	3	4	NOK	
